sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,1,952.7,8.8,-8.8,0.0,2.5,,,0.0,12.8,,,0.0,1.14,,,0.0,1684.4,,,0.0,5.3,,,0.0,0.206,0.029,-0.029,0.0,,,,,,,,,0,4785.0,25.0,-25.0,0.0,11.0,2.0,-1.0,0.0,2.4,0.1,-0.4,0.0,-0.06,0.03,-0.03,0.0,2.35,0.08,-0.08,0.0,39.4243555,-3.3963607000000002,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065000000000003,-0.0031065000000000003
3,1,181.4,0.1,-0.1,0.0,0.7,,,0.0,13.1,,,0.0,1.17,,,0.0,1017.0,,,0.0,3.2,,,0.0,0.027,0.026,-0.026,0.0,,,,,,,,,0,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,2.52,0.05,-0.05,0.0,348.97450310000005,-9.0878076,44.0304,0.51325,-0.51325,4.23946,0.023,-0.023,1.597,0.236,-0.236,3.9531099999999997,0.008843,-0.008843
1,1,,,,,260.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4290.5,158.9,-158.9,0.0,13.5,0.5,-0.5,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,94.8039208,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332
1,1,8.46321,4e-05,-4e-05,0.0,0.066,0.007,-0.006,0.0,4.203,0.20199999999999999,-0.20199999999999999,0.0,0.375,0.018000000000000002,-0.018000000000000002,0.0,57.2094,,,1.0,0.18,,,1.0,0.1,0.17,-0.09,0.0,,,,,,,,,0,3700.0,100.0,-100.0,0.0,0.75,0.03,-0.03,0.0,0.5,0.03,-0.03,0.0,,,,,,,,,311.29113689999997,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.840380000000001,0.000731,-0.000731
1,1,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,12.7,,,0.0,1.13,,,0.0,2034.112,413.179,-413.179,0.0,6.4,1.3,-1.3,0.0,0.2,0.12,-0.08,0.0,,,,,,,,,0,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0.0,-0.71,0.09,-0.09,0.0,1.89,0.1,-0.1,0.0,177.56472680000002,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292
1,1,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,,,0.0,1.23,,,0.0,330.5432,149.3801,-149.3801,0.0,1.04,0.47,-0.47,0.0,0.29,0.03,-0.03,0.0,,,,,,,,,0,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0.0,0.17,,,0.0,4.26,0.29,-0.29,0.0,318.4010002,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.00025299999999999997,-0.00025299999999999997
1,1,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,13.8,,,0.0,1.23,,,0.0,337.21763,85.8141,-85.8141,0.0,1.061,0.27,-0.27,0.0,0.001,0.25,-0.001,0.0,,,,,,,,,0,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,2.61,0.12,-0.12,0.0,176.4820239,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458
1,1,137.48,0.34,-0.34,0.0,0.539,,,0.0,13.7,,,0.0,1.23,,,0.0,352.78,,,0.0,1.11,,,0.0,0.26,0.1,-0.1,0.0,,,,,,,,,0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0.0,0.28,0.07,-0.07,0.0,2.8,0.45,-0.45,0.0,240.09564,15.546750699999999,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291
1,2,379.63,2.0,-2.0,0.0,1.05,0.07,-0.07,0.0,11.6,,,0.0,1.03,,,0.0,17668.1697,24965.5465,-24965.5465,0.0,55.59,78.55,-78.55,0.0,0.15,0.03,-0.03,0.0,,,,,,,,,0,4259.0,64.0,-64.0,0.0,71.02,73.63,-73.63,0.0,10.83,22.96,-22.96,0.0,-0.79,,,0.0,1.77,0.19,-0.19,0.0,154.186782,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
1,2,621.99,10.2,-10.2,0.0,2.01,,,0.0,12.4,,,0.0,1.1,,,0.0,3963.17,,,0.0,12.47,,,0.0,0.18,0.06,-0.06,0.0,,,,,,,,,0,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,1.51,0.05,-0.05,0.0,154.186782,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
1,1,578.2,5.4,-5.4,0.0,1.3,,,0.0,13.0,,,0.0,1.16,,,0.0,1334.886,,,0.0,4.2,,,0.0,0.21,0.06,-0.06,0.0,,,,,,,,,0,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,1.99,0.05,-0.05,0.0,25.920317899999997,21.005269199999997,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468
1,1,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.5780000000000003,0.11199999999999999,-0.11199999999999999,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,0.0,,,0.0,,,,,546.0,19.0,-18.0,0.0,0,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,,,0.0,4.5,0.08,-0.08,0.0,53.6511231,20.599020499999998,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.00024900000000000004,-0.00024900000000000004
1,1,392.6,5.5,-5.5,0.0,1.0,,,0.0,13.9,,,0.0,1.24,,,0.0,289.2253,,,0.0,0.91,,,0.0,0.2,0.1,-0.1,0.0,,,,,,,,,0,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,-0.2,0.07,-0.07,0.0,2.24,0.06,-0.06,0.0,40.7102869,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,8.65569,0.000365,-0.000365
1,1,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,13.5,,,0.0,1.2,,,0.0,540.311,222.481,-222.481,0.0,1.7,0.7,-0.7,0.0,0.76,0.05,-0.09,0.0,,,,,,,,,0,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,-0.13,0.06,-0.06,0.0,2.48,0.04,-0.04,0.0,40.7425426,48.930057899999994,666.589,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.264489999999999,0.0007610000000000001,-0.0007610000000000001
1,1,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,508.5,127.1,-63.6,0.0,1.6,0.4,-0.2,0.0,0.35,0.24,-0.1,0.0,,,,,,,,,0,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,-0.19,0.06,-0.06,0.0,2.85,0.09,-0.09,0.0,45.640618700000005,49.7299481,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571,0.021,-0.021,9.02851,0.00023500000000000002,-0.00023500000000000002
1,2,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,2.85,,,0.0,0.254,,,0.0,8.5,1.3,-1.3,0.0,0.027,0.004,-0.004,0.0,0.0,,,0.0,,,,,,,,,0,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,4.74,0.02,-0.02,0.0,88.2511811,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602
1,2,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,8.38,,,0.0,0.747,,,0.0,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,0.31,0.11,-0.11,0.0,,,,,,,,,0,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,4.74,0.02,-0.02,0.0,88.2511811,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602
1,2,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,3.61,,,0.0,0.322,,,0.0,12.7132,3.1783,-3.1783,0.0,0.04,0.01,-0.01,0.0,0.15,0.15,-0.15,0.0,,,,,,,,,0,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.06,,,0.0,4.43,0.22,-0.22,0.0,150.19719640000002,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997
1,2,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,12.5,,,0.0,1.11,,,0.0,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,0.19,0.09,-0.09,0.0,,,,,,,,,0,4746.0,63.0,-63.0,0.0,,,,,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,4.13,0.26,-0.26,0.0,150.19719640000002,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997
1,1,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,14.1,,,0.0,1.26,,,0.0,187.5197,22.2481,-22.2481,0.0,0.59,0.07,-0.07,0.0,0.02,0.02,-0.02,0.0,,,,,,,,,0,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,0.38,,,0.0,4.69,0.06,-0.06,0.0,164.6191243,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607
1,2,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,14.1,,,0.0,1.25,,,0.0,206.5895,15.8915,-19.0698,0.0,0.65,0.05,-0.06,0.0,0.05,0.05,-0.03,0.0,,,,,,,,,0,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,4.64,0.03,-0.03,0.0,278.3688659,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518
1,2,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,4.04,,,0.0,0.36,,,0.0,15.37,2.97,-2.81,0.0,0.04836,0.009340000000000001,-0.00884,0.0,0.4,0.13,-0.15,0.0,,,,,,,,,0,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,4.64,0.03,-0.03,0.0,278.3688659,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518
1,1,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,1.11,,,0.0,3108.3774,1449.3048,-1449.3048,0.0,9.78,4.56,-4.56,0.0,0.21,0.07,-0.07,0.0,,,,,,,,,0,4545.0,71.0,-71.0,0.0,19.17,4.96,-4.96,0.0,2.12,1.47,-1.47,0.0,-0.08,,,0.0,2.2,0.2,-0.2,0.0,114.28846920000001,-13.9066703,925.214,41.211,-41.211,10.038,0.009,-0.009,7.151,0.023,-0.023,9.699710000000001,0.000337,-0.000337
1,1,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1.15,,,0.0,1620.9,38.14,-38.14,0.0,5.1,0.12,-0.12,0.0,0.54,0.005,-0.005,0.0,,,,,,,,,0,4714.0,93.0,-93.0,0.0,0.69,,,0.0,0.74,0.03,-0.03,0.0,-0.03,0.06,-0.06,0.0,4.26,0.24,-0.24,0.0,7.1413494,-16.2273254,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.0005139999999999999,-0.0005139999999999999
1,1,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,12.4,,,0.0,1.11,,,0.0,3337.1,1430.2,-1430.2,0.0,10.5,4.5,-4.5,0.0,,,,,,,,,370.0,40.0,-40.0,0.0,0,580.5,24.5,-24.5,0.0,,,,,0.02,0.01,-0.01,0.0,,,,,4.72,0.28,-0.28,0.0,224.62083330000002,10.228611099999998,23.1,2.4,-2.4,,,,,,,,,
1,1,,,,,210.0,,,0.0,12.3,,,0.0,1.1,,,0.0,3994.486,2662.991,-1664.369,0.0,12.569,8.379,-5.237,0.0,,,,,,,,,,,,,0,,,,,,,,,0.35,,,0.0,,,,,,,,,166.61939850000002,-77.6258725,190.374,6.647,-6.22,,,,10.703,0.023,-0.023,17.2934,0.001396,-0.001396
1,1,8.9891,0.0202,-0.0202,0.0,,,,,12.4,,,0.0,1.11,,,0.0,3686.828,921.707,-858.141,0.0,11.6,2.9,-2.7,0.0,0.25,0.16,-0.16,0.0,,,,,,,,,0,,,,,,,,,0.9,0.02,-0.02,0.0,,,,,,,,,68.4667685,22.841619199999997,157.998,1.198,-1.18,13.642,0.172,-0.172,7.793,0.02,-0.02,12.1454,0.011866,-0.011866
1,1,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,2.2,0.81,-0.6,0.0,5403.0,1907.0,-1907.0,0.0,17.0,6.0,-6.0,0.0,,,,,,,,,2600.0,250.0,-250.0,0.0,0,,,,,,,,,,,,,,,,,,,,,166.03750380000002,-76.4553693,190.72,0.778,-0.771,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.0047009999999999994,-0.0047009999999999994
1,1,1.5089557,6.4e-06,-6.4e-06,0.0,0.02752,0.00022,-0.00022999999999999998,0.0,16.7,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0.0,1.03,0.12,-0.12,0.0,0.0,,,0.0,,,,,1898.0,50.0,-50.0,0.0,0,5950.0,150.0,-150.0,0.0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,-0.3,0.25,-0.25,0.0,4.25,0.3,-0.3,0.0,102.0798591,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.00047699999999999994,-0.00047699999999999994
1,1,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0.0,2.75,0.16,-0.16,0.0,0.53,0.04,-0.04,0.0,,,,,600.0,23.0,-23.0,0.0,0,5075.0,75.0,-75.0,0.0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,0.26,0.07,-0.07,0.0,4.65,0.1,-0.1,0.0,291.0636813,0.7460143,338.386,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,14.6645,0.00032900000000000003,-0.00032900000000000003
1,1,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,16.03,0.34,-0.34,0.0,1.43,0.03,-0.03,0.0,740.51,108.06,-108.06,0.0,2.33,0.34,-0.34,0.0,0.0,,,0.0,,,,,1657.0,55.0,-55.0,0.0,0,6440.0,120.0,-120.0,0.0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,-0.03,0.08,-0.08,0.0,4.22,0.23,-0.23,0.0,280.6872998,5.9376586,655.037,24.947,-23.209,12.897,0.114,-0.114,11.248,0.022,-0.022,12.841,0.000336,-0.000336
1,1,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.0009199999999999999,0.0,16.14,1.46,-1.46,0.0,1.44,0.13,-0.13,0.0,291.438,22.247,-20.658,0.0,0.917,0.07,-0.065,0.0,0.07,0.063,-0.042,0.0,,,,,1442.0,58.0,-58.0,0.0,0,5675.0,80.0,-80.0,0.0,1.12,0.1,-0.09,0.0,1.08,0.08,-0.07,0.0,0.16,0.1,-0.1,0.0,4.38,0.07,-0.06,0.0,100.7656871,-1.2964437,1126.37,55.745,-55.745,15.588,0.183,-0.183,13.557,0.042,-0.042,15.3453,0.0007700000000000001,-0.0007700000000000001
1,1,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,9.92,0.157,-0.157,0.0,0.885,0.013999999999999999,-0.013999999999999999,0.0,415.704,20.976,-20.976,0.0,1.308,0.066,-0.066,0.0,0.0,,,0.0,,,,,1700.0,,,0.0,0,5945.0,90.0,-90.0,0.0,1.01,0.03,-0.03,0.0,1.09,0.02,-0.02,0.0,0.01,0.07,-0.07,0.0,4.46,0.05,-0.05,0.0,102.7211432,-5.0864557,1148.93,62.12,-56.15,15.005,0.297,-0.297,13.376,0.039,-0.039,14.9147,0.0005,-0.0005
1,1,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0.0,12.22,0.78,-0.78,0.0,1.09,0.07,-0.07,0.0,2415.4,190.7,-190.7,0.0,7.6,0.6,-0.6,0.0,0.0,,,0.0,,,,,1952.0,66.0,-66.0,0.0,0,6035.0,100.0,-100.0,0.0,1.21,0.08,-0.08,0.0,1.13,0.09,-0.09,0.0,0.05,0.15,-0.15,0.0,4.35,0.15,-0.15,0.0,103.42420229999999,-5.5360385,1744.6,173.03,-144.9,15.932,0.206,-0.206,13.806,0.053,-0.053,15.8116,0.000769,-0.000769
1,1,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,0.0,13.11,1.79,-1.57,0.0,1.17,0.16,-0.14,0.0,170.032,27.014,-26.379,0.0,0.535,0.085,-0.083,0.0,0.33,0.09,-0.1,0.0,,,,,,,,,0,5650.0,100.0,-100.0,0.0,1.19,0.14,-0.13,0.0,1.1,0.08,-0.08,0.0,0.19,0.06,-0.06,0.0,4.36,0.1,-0.1,0.0,278.52466580000004,-6.0026025999999995,732.409,35.344,-32.282,16.052,0.217,-0.217,12.847,0.037,-0.037,15.6507,0.000998,-0.000998
1,1,3.7681,0.0003,-0.0003,0.0,0.0461,0.0008,-0.0008,0.0,11.43,0.78,-0.78,0.0,1.02,0.07,-0.07,0.0,772.29,95.34,-95.34,0.0,2.43,0.3,-0.3,0.0,0.0,,,0.0,,,,,1626.0,31.0,-31.0,0.0,0,5740.0,80.0,-80.0,0.0,1.59,0.07,-0.07,0.0,1.04,0.1,-0.1,0.0,0.0,0.1,-0.1,0.0,4.4,0.1,-0.1,0.0,278.699236,-6.612288,1176.12,57.17,-52.19,16.29,0.32,-0.32,12.472,0.054,-0.054,15.4368,0.000524,-0.000524
1,1,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0016,-0.0016,0.0,14.68,2.02,-2.02,0.0,1.31,0.18,-0.18,0.0,1102.82,120.77,-120.77,0.0,3.47,0.38,-0.38,0.0,0.08,,,1.0,,,,,1550.0,90.0,-90.0,0.0,0,5440.0,100.0,-100.0,0.0,1.0,0.13,-0.13,0.0,0.95,0.15,-0.15,0.0,-0.1,0.1,-0.1,0.0,4.4,0.1,-0.1,0.0,98.1724172,-0.0316045,764.889,27.614,-25.784,14.868,0.172,-0.172,13.014,0.03,-0.03,14.8009,0.0012109999999999998,-0.0012109999999999998
1,1,3.89713,2e-05,-2e-05,0.0,0.0518,0.0008,-0.0008,0.0,14.46,0.34,-0.34,0.0,1.29,0.03,-0.03,0.0,352.78,19.07,-19.07,0.0,1.11,0.06,-0.06,0.0,0.047,0.045,-0.045,0.0,,,,,2000.0,150.0,-150.0,0.0,0,6090.0,70.0,-70.0,0.0,1.65,0.04,-0.04,0.0,1.21,0.05,-0.05,0.0,-0.02,0.1,-0.1,0.0,4.07,0.03,-0.03,0.0,97.0335983,-0.1707293,790.663,26.737,-25.071,14.135,0.149,-0.149,11.837,0.024,-0.024,13.7831,0.000558,-0.000558
2,1,1.7429935,1e-06,-1e-06,0.0,0.02798,0.0007599999999999999,-0.0008,0.0,16.432000000000002,0.47100000000000003,-0.493,0.0,1.466,0.042,-0.044000000000000004,0.0,1102.82,69.92,-69.92,0.0,3.47,0.22,-0.22,0.0,0.0143,0.0077,-0.0076,0.0,,,,,1521.0,18.0,-18.0,0.0,1,5625.0,120.0,-120.0,0.0,0.91,0.03,-0.03,0.0,0.96,0.08,-0.08,0.0,0.04,0.05,-0.05,0.0,4.53,0.02,-0.02,0.0,291.7770457,1.3836633999999999,213.283,2.485,-2.43,12.516,0.092,-0.092,10.31,0.031,-0.031,12.2489,0.0009109999999999999,-0.0009109999999999999
1,2,9.24285,0.0003,-0.0003,0.0,0.09,0.002,-0.002,0.0,9.416,0.44799999999999995,-0.44799999999999995,0.0,0.84,0.04,-0.04,0.0,1366.669,63.566,-63.566,0.0,4.3,0.2,-0.2,0.0,0.59,0.02,-0.02,0.0,,,,,1024.0,16.0,-16.0,0.0,0,5880.0,90.0,-90.0,0.0,1.02,0.05,-0.05,0.0,1.14,0.08,-0.08,0.0,0.14,0.12,-0.12,0.0,4.35,0.11,-0.14,0.0,97.72042490000001,0.22689310000000001,844.061,24.171,-22.883,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
1,2,1675.0,19.0,-17.0,0.0,2.9,0.07,-0.07,0.0,12.2,,,0.0,1.09,,,0.0,5403.11,317.83,-317.83,0.0,17.0,1.0,-1.0,0.0,0.6,0.03,-0.03,0.0,,,,,,,,,0,,,,,,,,,1.14,0.08,-0.08,0.0,,,,,,,,,97.72042490000001,0.22689310000000001,844.061,24.171,-22.883,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
1,1,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.572000000000001,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,718.2958,98.5273,-98.5273,0.0,2.26,0.31,-0.31,0.0,0.0,,,0.0,,,,,,,,,0,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,3.7,0.1,-0.1,0.0,101.0526207,-0.29915440000000004,1398.8341969,286.4501849,-286.4501849,16.058,0.435,-0.435,13.813,0.054,-0.054,15.8558,0.001968,-0.001968
1,1,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,0.077,0.3,-0.042,0.0,,,,,885.0,53.0,-280.0,0.0,0,5939.0,54.0,-120.0,0.0,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,0.17,0.07,-0.12,0.0,4.36,0.07,-0.03,0.0,280.6671392,6.2191669,627.158,11.187,-10.808,13.82,0.114,-0.114,11.988,0.026,-0.026,13.7305,0.000304,-0.000304
1,1,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,0.16,0.02,-0.02,0.0,,,,,1660.0,,,0.0,0,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,4.3,0.2,-0.2,0.0,279.7826586,4.357751599999999,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.00040899999999999997,-0.00040899999999999997
1,2,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,0.0,,,0.0,,,,,1070.0,140.0,-140.0,0.0,0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,4.55,0.15,-0.15,0.0,101.922543,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999
1,2,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,0.0,,,0.0,,,,,850.0,80.0,-80.0,0.0,0,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,4.55,0.15,-0.15,0.0,101.922543,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999
1,1,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0.0,0.27,0.04,-0.04,0.0,0.0,,,0.0,,,,,1330.0,80.0,-40.0,0.0,0,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,4.31,0.05,-0.08,0.0,280.62965610000003,6.5138223,1103.48,44.28,-41.05,14.79,0.172,-0.172,12.846,0.031,-0.031,14.711,0.000339,-0.000339
1,1,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,0.0,,,0.0,,,,,1600.0,80.0,-70.0,0.0,0,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,3.99,0.05,-0.08,0.0,279.7504991,6.969782799999999,1045.18,,,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.0016829999999999998,-0.0016829999999999998
