sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,1,0.9283105,2.2e-06,-2.2e-06,0.0,0.0159,,,0.0,1.28,0.06,-0.07,0.0,0.114,0.005,-0.006,0.0,2.18,,,0.0,0.00687,,,0.0,0.0,,,0.0,493.55,23.96,-22.77,0.0,1115.0,,,0.0,0,4248.0,40.9,-33.57,0.0,0.62,0.02,-0.02,0.0,0.65,0.03,-0.02,0.0,-0.09,0.105,-0.081,0.0,4.67,0.01,-0.01,0.0,291.6924773,38.5729105,503.568,9.2435,-9.2435,16.696,1.133,-1.133,13.105,0.033,-0.033,15.8612,0.0006,-0.0006
1,1,8.39846269,5.719e-05,-5.719e-05,0.0,0.0835,,,0.0,2.55,0.9,-0.4,0.0,0.22699999999999998,0.08,-0.036000000000000004,0.0,7.04,,,0.0,0.0221,,,0.0,0.0,,,0.0,357.19,45.95,-39.47,0.0,984.0,,,0.0,0,6159.0,129.54,-186.01,0.0,1.23,0.39,-0.17,0.0,1.16,0.13,-0.1,0.0,0.05,0.126,-0.155,0.0,4.32,0.1,-0.19,0.0,290.00041539999995,38.539855100000004,1775.8,99.915,-99.915,15.45,0.149,-0.149,13.873,0.049,-0.049,15.2595,0.000437,-0.000437
1,1,8.63847725,3.071e-05,-3.071e-05,0.0,0.0951,,,0.0,2.12,0.42,-0.23,0.0,0.18899999999999997,0.037000000000000005,-0.021,0.0,5.14,,,0.0,0.0162,,,0.0,0.0,,,0.0,312.34,21.39,-19.8,0.0,1419.0,,,0.0,0,5870.0,204.63,-120.74,0.0,1.02,0.2,-0.11,0.0,1.01,0.09,-0.07,0.0,-0.06,0.138,-0.19899999999999998,0.0,4.42,0.08,-0.13,0.0,295.97515489999995,38.9466396,1480.16,45.67,-43.06,14.723,0.114,-0.114,13.005,0.03,-0.03,14.5085,0.000285,-0.000285
1,4,13.4845,0.0002,-0.0002,0.0,0.117,0.002,-0.002,0.0,3.47,0.07,-0.07,0.0,0.31,0.006,-0.006,0.0,10.9,7.4,-6.0,0.0,0.0343,0.023,-0.019,0.0,0.015,0.012,-0.006,0.0,205.4,9.39,-8.96,0.0,929.0,,,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009000000000000001,0.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
1,4,27.4029,0.0008,-0.0006,0.0,0.187,0.002,-0.003,0.0,3.72,0.08,-0.08,0.0,0.332,0.006999999999999999,-0.006999999999999999,0.0,5.9,1.9,-2.3,0.0,0.019,0.006,-0.0072,0.0,0.03,0.027,-0.021,0.0,79.77,3.65,-3.48,0.0,734.0,,,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009000000000000001,0.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
1,4,52.0902,0.0009,-0.001,0.0,0.287,0.004,-0.004,0.0,7.16,0.13,-0.16,0.0,0.639,0.012,-0.013999999999999999,0.0,6.0,2.1,-1.6,0.0,0.019,0.0066,-0.005,0.0,0.025,0.059,-0.023,0.0,33.87,1.55,-1.48,0.0,592.0,,,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009000000000000001,0.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
1,4,81.0659,0.0013,-0.0011,0.0,0.386,0.005,-0.005,0.0,3.49,0.14,-0.14,0.0,0.311,0.012,-0.012,0.0,4.1,1.2,-1.1,0.0,0.013,0.0038,-0.0035,0.0,0.012,0.044,-0.005,0.0,18.78,0.86,-0.82,0.0,511.0,,,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009000000000000001,0.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
1,1,13.73469807,4.026e-05,-4.026e-05,0.0,0.101,,,0.0,2.18,0.17,-0.14,0.0,0.19399999999999998,0.015,-0.012,0.0,5.39,,,0.0,0.017,,,0.0,0.0,,,0.0,38.27,1.63,-1.56,0.0,634.0,,,0.0,0,5208.0,139.26,-114.14,0.0,0.8,0.05,-0.05,0.0,0.84,0.04,-0.05,0.0,-0.05,0.141,-0.165,0.0,4.56,0.03,-0.06,0.0,286.9171489,38.872212299999994,703.168,11.302,-10.955,15.534,0.16,-0.16,13.248,0.03,-0.03,15.1947,0.00038700000000000003,-0.00038700000000000003
1,1,14.5539759,0.0001002,-0.0001002,0.0,0.1256,,,0.0,3.05,1.32,-0.7,0.0,0.272,0.11800000000000001,-0.062,0.0,9.53,,,0.0,0.03,,,0.0,0.0,,,0.0,140.06,10.25,-9.43,0.0,939.0,,,0.0,0,6383.0,218.04,-160.88,0.0,1.47,0.61,-0.25,0.0,1.3,0.21,-0.12,0.0,0.06,0.135,-0.142,0.0,4.21,0.12,-0.24,0.0,293.59580439999996,39.0294267,1266.34,40.275,-40.275,14.473,0.103,-0.103,13.158,0.033,-0.033,14.3687,0.000254,-0.000254
1,1,11.30119217,6.491e-05,-6.491e-05,0.0,0.0988,,,0.0,1.96,0.49,-0.23,0.0,0.175,0.044000000000000004,-0.021,0.0,4.5,,,0.0,0.0142,,,0.0,0.0,,,0.0,176.03,16.06,-14.46,0.0,852.0,,,0.0,0,5971.0,136.24,-175.96,0.0,1.12,0.28,-0.13,0.0,1.09,0.09,-0.07,0.0,0.08,0.14400000000000002,-0.146,0.0,4.38,0.08,-0.17,0.0,292.0068239,38.820700099999996,1425.47,54.065,-54.065,15.117,0.149,-0.149,13.478,0.046,-0.046,14.976,0.000302,-0.000302
1,1,4.24153639,2.259e-05,-2.259e-05,0.0,0.0491,,,0.0,1.37,0.28,-0.16,0.0,0.122,0.025,-0.013999999999999999,0.0,2.45,,,0.0,0.00771,,,0.0,0.0,,,0.0,617.41,59.47,-52.7,0.0,1177.0,,,0.0,0,5745.0,145.41,-198.84,0.0,0.97,0.2,-0.1,0.0,0.98,0.07,-0.07,0.0,0.0,0.134,-0.18600000000000003,0.0,4.46,0.07,-0.15,0.0,295.21673339999995,38.774426899999995,985.699,44.701,-41.046,14.742,0.046,-0.046,12.871,0.028,-0.028,14.601,0.000359,-0.000359
1,1,11.13125132,3.571e-05,-3.571e-05,0.0,0.1036,,,0.0,2.11,0.52,-0.34,0.0,0.188,0.046,-0.03,0.0,5.1,,,0.0,0.016,,,0.0,0.0,,,0.0,299.97,11.3,-10.85,0.0,952.0,,,0.0,0,5839.0,74.39,-64.99,0.0,1.38,0.34,-0.22,0.0,1.19,0.11,-0.07,0.0,0.34,0.055,-0.053,0.0,4.23,0.13,-0.15,0.0,288.1336793,38.99689229999999,931.192,14.594,-14.594,13.599,0.103,-0.103,12.011,0.021,-0.021,13.442,0.000241,-0.000241
2,1,29.6193421,0.0001144,-0.0001144,0.0,0.1817,,,0.0,1.68,0.18,-0.13,0.0,0.15,0.016,-0.012,0.0,3.46,,,0.0,0.0109,,,0.0,0.0,,,0.0,26.79,10.46,-7.03,0.0,580.0,,,0.0,1,5631.0,83.2,-75.42,0.0,0.96,0.1,-0.07,0.0,0.94,0.04,-0.04,0.0,-0.02,0.09699999999999999,-0.107,0.0,4.45,0.07,-0.08,0.0,291.01899510000004,38.545572799999995,492.122,4.726,-4.638,13.423,0.126,-0.126,11.708,0.021,-0.021,13.3107,0.00023199999999999997,-0.00023199999999999997
1,1,6.40087618,2.313e-05,-2.313e-05,0.0,0.0662,,,0.0,1.3,0.36,-0.22,0.0,0.11599999999999999,0.032,-0.02,0.0,2.24,,,0.0,0.00705,,,0.0,0.0,,,0.0,962.26,35.27,-33.85,0.0,1109.0,,,0.0,0,5475.0,79.05,-84.69,0.0,1.09,0.3,-0.18,0.0,0.93,0.04,-0.04,0.0,0.09,0.08900000000000001,-0.075,0.0,4.33,0.16,-0.2,0.0,287.3078999,39.1447097,817.584,12.25,-11.899,13.175,0.092,-0.092,11.074,0.021,-0.021,12.9866,0.000405,-0.000405
1,1,27.07237711,9.275e-05,-9.275e-05,0.0,0.181,,,0.0,2.17,0.43,-0.22,0.0,0.19399999999999998,0.038,-0.02,0.0,5.35,,,0.0,0.0168,,,0.0,0.0,,,0.0,90.1,5.61,-5.2,0.0,605.0,,,0.0,1,5680.0,292.15,-205.19,0.0,0.95,0.18,-0.09,0.0,0.96,0.1,-0.07,0.0,-0.02,0.14,-0.172,0.0,4.47,0.07,-0.12,0.0,297.2089078,41.781645000000005,1315.26,35.1,-33.35,14.751,0.08,-0.08,12.841,0.03,-0.03,14.5416,0.00032,-0.00032
1,1,13.71933369,5.734e-05,-5.734e-05,0.0,0.1174,,,0.0,2.39,1.04,-0.34,0.0,0.213,0.09300000000000001,-0.03,0.0,6.3,,,0.0,0.0198,,,0.0,0.0,,,0.0,141.89,6.87,-6.53,0.0,864.0,,,0.0,0,6224.0,124.3,-142.87,0.0,1.29,0.56,-0.18,0.0,1.19,0.18,-0.09,0.0,0.03,0.128,-0.155,0.0,4.29,0.11,-0.25,0.0,292.4782785,42.1422821,972.274,17.781,-17.781,14.221,0.08,-0.08,12.838,0.033,-0.033,14.1648,0.000269,-0.000269
1,1,133.4605235,0.000253,-0.000253,0.0,0.5167,,,0.0,6.88,0.85,-0.57,0.0,0.614,0.076,-0.051,0.0,37.9,,,0.0,0.119,,,0.0,0.0,,,0.0,6.36,0.56,-0.51,0.0,433.0,,,0.0,0,5681.0,116.48,-90.98,0.0,0.93,0.12,-0.07,0.0,0.95,0.05,-0.06,0.0,-0.07,0.158,-0.19,0.0,4.49,0.06,-0.11,0.0,287.1748966,44.8784754,1509.084,58.807,-54.703,15.166,0.115,-0.115,13.524,0.04,-0.04,,,
1,1,3.5224991,7e-07,-7e-07,0.0,0.0474,0.0018,-0.0021,0.0,15.872,0.594,-0.695,0.0,1.416,0.053,-0.062,0.0,187.5197,41.3179,-38.1396,0.0,0.59,0.13,-0.12,0.0,0.0,,,0.0,1444.88,46.99,-45.42,0.0,1680.0,40.0,-40.0,0.0,0,6213.0,150.0,-150.0,0.0,1.49,0.05,-0.06,0.0,1.21,0.07,-0.06,0.0,-0.055,0.03,-0.03,0.0,4.17,0.03,-0.03,0.0,281.2881335,42.451097499999996,1021.87,14.575,-14.575,13.598,0.069,-0.069,12.293,0.016,-0.016,13.5299,0.000264,-0.000264
1,6,7.05246,0.0002,-0.00022,0.0,0.0648,0.0009,-0.0009,0.0,2.67,0.1,-0.1,0.0,0.23800000000000002,0.009000000000000001,-0.009000000000000001,0.0,6.93,1.05,-0.7,0.0,0.0218,0.0033,-0.0022,0.0,0.0,,,0.0,54.38,1.34,-1.3,0.0,547.0,,,0.0,1,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,6,9.52355,0.00041,-0.00029,0.0,0.0792,0.0011,-0.0011,0.0,2.74,0.12,-0.1,0.0,0.244,0.011000000000000001,-0.009000000000000001,0.0,6.74,1.23,-0.86,0.0,0.02121,0.00387,-0.00271,0.0,0.0,,,0.0,36.48,0.9,-0.88,0.0,495.0,,,0.0,1,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,6,3.07222,6e-05,-4e-05,0.0,0.0372,0.0005,-0.0005,0.0,1.53,0.09,-0.07,0.0,0.136,0.008,-0.006,0.0,6.75,0.69,-0.51,0.0,0.021240000000000002,0.00217,-0.0016,0.0,0.0,,,0.0,164.62,4.06,-3.95,0.0,722.0,,,0.0,1,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,6,4.64489,0.0002,-0.00019,0.0,0.0491,0.0007,-0.0007,0.0,1.6,0.08,-0.07,0.0,0.14300000000000002,0.006999999999999999,-0.006,0.0,4.13,0.81,-0.95,0.0,0.01299,0.00255,-0.00299,0.0,0.0,,,0.0,94.78,2.33,-2.27,0.0,629.0,,,0.0,1,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,6,0.9867873,6e-08,-6e-08,0.0,0.0175,0.0002,-0.0002,0.0,1.21,0.06,-0.05,0.0,0.10800000000000001,0.005,-0.004,0.0,1.92,,,0.0,0.00606,,,0.0,0.0,,,0.0,750.96,18.5,-18.01,0.0,1054.0,,,0.0,0,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,6,14.64558,0.00012,-0.00012,0.0,,,,,1.13,0.14,-0.14,0.0,0.10099999999999999,0.012,-0.012,0.0,1.51,,,0.0,0.00474,,,0.0,,,,,,,,,418.0,36.0,-36.0,0.0,0,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.83,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,4.64,0.01,-0.01,0.0,296.11257589999997,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492
1,1,14.13176026,4.273e-05,-4.273e-05,0.0,0.1106,,,0.0,2.85,0.34,-0.26,0.0,0.254,0.03,-0.023,0.0,8.5,,,0.0,0.0267,,,0.0,0.0,,,0.0,44.87,3.68,-3.35,0.0,675.0,,,0.0,0,5315.0,60.48,-67.05,0.0,0.82,0.06,-0.06,0.0,0.85,0.04,-0.05,0.0,-0.09,0.158,-0.18,0.0,4.55,0.04,-0.08,0.0,286.5747697,44.79518579999999,1019.26,33.22,-31.216,15.92,0.115,-0.115,13.916,0.051,-0.051,15.7477,0.000502,-0.000502
1,1,11.41928253,2.439e-05,-2.439e-05,0.0,0.0795,,,0.0,2.0,0.08,-0.1,0.0,0.17800000000000002,0.006999999999999999,-0.009000000000000001,0.0,4.66,,,0.0,0.0147,,,0.0,0.0,,,0.0,14.44,1.48,-1.36,0.0,419.0,,,0.0,0,4435.0,45.95,-38.89,0.0,0.63,0.03,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.17,0.09300000000000001,-0.094,0.0,4.66,0.02,-0.02,0.0,286.0751815,44.6646277,440.426,4.588,-4.496,15.596,0.08,-0.08,12.763,0.023,-0.023,15.2759,0.00041600000000000003,-0.00041600000000000003
1,1,40.0587473,0.0001092,-0.0001092,0.0,0.2265,,,0.0,3.54,0.47,-0.4,0.0,0.316,0.042,-0.036000000000000004,0.0,12.3,,,0.0,0.0386,,,0.0,0.0,,,0.0,13.51,0.56,-0.54,0.0,489.0,,,0.0,0,5507.0,61.6,-67.23,0.0,0.9,0.12,-0.05,0.0,0.93,0.04,-0.05,0.0,0.06,0.157,-0.17600000000000002,0.0,4.5,0.05,-0.12,0.0,286.0157998,45.00774129999999,780.585,11.563,-11.236,15.01,0.08,-0.08,13.105,0.031,-0.031,14.8111,0.000298,-0.000298
1,1,50.28638192,8.862e-05,-8.862e-05,0.0,0.2678,,,0.0,3.79,0.55,-0.38,0.0,0.33799999999999997,0.049,-0.034,0.0,13.8,,,0.0,0.0434,,,0.0,0.0,,,0.0,20.88,0.69,-0.67,0.0,543.0,,,0.0,0,5919.0,99.49,-100.93,0.0,1.12,0.16,-0.11,0.0,1.05,0.05,-0.05,0.0,0.02,0.085,-0.092,0.0,4.36,0.09,-0.11,0.0,299.2216728,44.6939033,639.771,6.587,-6.587,13.856,0.092,-0.092,11.993,0.023,-0.023,13.63,0.00020299999999999997,-0.00020299999999999997
1,2,14.37457351,3.236e-05,-3.236e-05,0.0,0.1137,,,0.0,1.94,0.24,-0.16,0.0,0.17300000000000001,0.021,-0.013999999999999999,0.0,4.42,,,0.0,0.0139,,,0.0,0.0,,,0.0,83.43,2.93,-2.84,0.0,779.0,,,0.0,0,5817.0,93.12,-78.6,0.0,1.05,0.13,-0.09,0.0,1.01,0.04,-0.04,0.0,0.0,0.09,-0.10400000000000001,0.0,4.4,0.07,-0.1,0.0,293.37221089999997,44.785181200000004,649.65,6.4095,-6.4095,13.864,0.08,-0.08,12.246,0.031,-0.031,13.7361,0.000202,-0.000202
1,2,9.65185017,5.013e-05,-5.013e-05,0.0,0.0872,,,0.0,1.14,0.2,-0.14,0.0,0.102,0.018000000000000002,-0.012,0.0,1.55,,,0.0,0.00489,,,0.0,0.0,,,0.0,141.84,4.98,-4.83,0.0,890.0,,,0.0,0,5817.0,93.12,-78.6,0.0,1.05,0.13,-0.09,0.0,1.01,0.04,-0.04,0.0,0.0,0.09,-0.10400000000000001,0.0,4.4,0.07,-0.1,0.0,293.37221089999997,44.785181200000004,649.65,6.4095,-6.4095,13.864,0.08,-0.08,12.246,0.031,-0.031,13.7361,0.000202,-0.000202
1,1,30.8638931,0.0001259,-0.0001259,0.0,0.1978,,,0.0,2.89,0.13,-0.25,0.0,0.258,0.012,-0.022000000000000002,0.0,8.7,,,0.0,0.0274,,,0.0,0.0,,,0.0,86.47,3.14,-3.02,0.0,743.0,,,0.0,0,6112.0,55.03,-66.37,0.0,1.65,0.06,-0.05,0.0,1.19,0.07,-0.04,0.0,-0.06,0.08199999999999999,-0.067,0.0,4.08,0.02,-0.02,0.0,293.23001780000004,45.053364,638.49,10.191,-9.881,12.586,0.069,-0.069,11.2,0.018,-0.018,12.5048,0.000194,-0.000194
1,1,8.09219642,3.302e-05,-3.302e-05,0.0,0.0764,,,0.0,1.14,0.33,-0.24,0.0,0.102,0.028999999999999998,-0.021,0.0,1.55,,,0.0,0.00489,,,0.0,0.0,,,0.0,413.6,8.13,-8.0,0.0,1089.0,,,0.0,0,5770.0,59.8,-67.82,0.0,1.16,0.34,-0.18,0.0,0.99,0.07,-0.06,0.0,0.0,0.07,-0.149,0.0,4.3,0.14,-0.19,0.0,296.00719560000005,44.853569799999995,361.896,2.925,-2.878,11.813,0.024,-0.024,10.128,0.012,-0.012,11.5909,0.000213,-0.000213
1,1,117.93108781,8.603e-05,-8.603e-05,0.0,0.4884,,,0.0,10.42,2.0,-1.07,0.0,0.93,0.17800000000000002,-0.095,0.0,76.8,,,0.0,0.242,,,0.0,0.0,,,0.0,7.45,0.64,-0.58,0.0,418.0,,,0.0,1,5965.0,92.34,-92.14,0.0,1.06,0.2,-0.11,0.0,1.04,0.07,-0.07,0.0,-0.04,0.149,-0.187,0.0,4.41,0.08,-0.14,0.0,289.0201356,48.119783899999995,1492.95,54.94,-51.23,15.194,0.058,-0.058,13.688,0.046,-0.046,15.0693,0.000364,-0.000364
1,1,0.63133235,3.5e-07,-3.5e-07,0.0,0.0116,,,0.0,1.46,0.06,-0.08,0.0,0.13,0.005,-0.006999999999999999,0.0,2.73,,,0.0,0.00859,,,0.0,0.0,,,0.0,726.72,223.26,-183.19,0.0,1322.0,,,0.0,0,4653.0,51.38,-57.3,0.0,0.71,0.02,-0.04,0.0,0.76,0.03,-0.05,0.0,0.05,0.154,-0.207,0.0,4.62,0.02,-0.01,0.0,291.5941514,48.4454907,321.0,11.185,-16.849,14.519,0.103,-0.103,11.879,0.022,-0.022,14.3539,0.002514,-0.002514
1,1,55.63934,0.0001825,-0.0001825,0.0,0.2901,,,0.0,3.01,0.67,-0.25,0.0,0.26899999999999996,0.06,-0.022000000000000002,0.0,9.32,,,0.0,0.0293,,,0.0,0.0,,,0.0,13.15,0.67,-0.63,0.0,478.0,,,0.0,0,5734.0,78.27,-78.23,0.0,0.98,0.18,-0.08,0.0,0.99,0.04,-0.05,0.0,0.04,0.135,-0.152,0.0,4.45,0.06,-0.15,0.0,289.08363239999994,48.0180689,961.405,19.638,-18.881,14.875,0.057,-0.057,13.195,0.032,-0.032,14.6798,0.000304,-0.000304
1,3,5.955,,,0.0,0.0522,0.00221,-0.00221,0.0,2.42,0.38,-0.38,0.0,0.21600000000000003,0.034,-0.034,0.0,17.2,6.3,-5.5,0.0,0.054,0.02,-0.017,0.0,0.0,,,0.0,39.95,1.07,-1.04,0.0,635.0,,,0.0,1,4385.0,49.1,-36.59,0.0,0.59,0.03,-0.03,0.0,0.64,0.38,-0.23,0.0,-0.18,0.1,-0.1,0.0,4.7,0.2,-0.2,0.0,293.6369437,42.824827500000005,348.291,3.1665,-3.1665,15.258,0.092,-0.092,12.392,0.021,-0.021,15.004,0.000484,-0.000484
1,3,12.04,,,0.0,0.08347,0.0035299999999999997,-0.0035299999999999997,0.0,2.37,0.37,-0.37,0.0,0.21100000000000002,0.033,-0.033,0.0,4.3,2.7,-1.8,0.0,0.014,0.008,-0.006,0.0,0.0,,,0.0,15.62,0.42,-0.41,0.0,502.0,,,0.0,1,4385.0,49.1,-36.59,0.0,0.59,0.03,-0.03,0.0,0.64,0.38,-0.23,0.0,-0.18,0.1,-0.1,0.0,4.7,0.2,-0.2,0.0,293.6369437,42.824827500000005,348.291,3.1665,-3.1665,15.258,0.092,-0.092,12.392,0.021,-0.021,15.004,0.000484,-0.000484
1,3,20.837846,0.000181,-0.000181,0.0,0.128,,,0.0,1.21,0.27,-0.27,0.0,0.10800000000000001,0.024,-0.024,0.0,1.92,,,0.0,0.00606,,,0.0,0.0,,,0.0,7.51,0.2,-0.2,0.0,418.0,,,0.0,0,4500.0,116.0,-116.0,0.0,0.59,0.03,-0.03,0.0,0.65,0.03,-0.03,0.0,-0.18,0.1,-0.1,0.0,4.7,0.2,-0.2,0.0,293.6369437,42.824827500000005,348.291,3.1665,-3.1665,15.258,0.092,-0.092,12.392,0.021,-0.021,15.004,0.000484,-0.000484
1,1,4.59725385,2.999e-05,-2.999e-05,0.0,0.055,,,0.0,1.93,0.41,-0.19,0.0,0.172,0.037000000000000005,-0.017,0.0,4.38,,,0.0,0.0138,,,0.0,0.0,,,0.0,350.6,48.03,-41.05,0.0,1105.0,,,0.0,0,5803.0,75.93,-112.28,0.0,1.04,0.21,-0.09,0.0,1.03,0.06,-0.06,0.0,0.1,0.152,-0.15,0.0,4.42,0.07,-0.15,0.0,296.6148615,48.08256420000001,1458.59,88.32,-78.93,15.73,0.115,-0.115,14.207,0.063,-0.063,15.7606,0.00064,-0.00064
1,1,23.58447697,7.601e-05,-7.601e-05,0.0,0.1583,,,0.0,2.7,0.68,-0.48,0.0,0.24100000000000002,0.061,-0.043,0.0,7.75,,,0.0,0.0244,,,0.0,0.0,,,0.0,78.59,3.37,-3.22,0.0,730.0,,,0.0,0,5747.0,64.53,-57.04,0.0,1.24,0.26,-0.21,0.0,1.01,0.05,-0.04,0.0,0.05,0.08,-0.059000000000000004,0.0,4.25,0.16,-0.15,0.0,285.42415930000004,47.8345586,985.041,16.694,-16.694,14.046,0.126,-0.126,12.462,0.027,-0.027,13.9578,0.00022,-0.00022
1,1,10.11716531,2.533e-05,-2.533e-05,0.0,0.1024,,,0.0,3.55,1.35,-0.68,0.0,0.317,0.12,-0.061,0.0,12.3,,,0.0,0.0388,,,0.0,0.0,,,0.0,421.92,22.81,-21.48,0.0,1163.0,,,0.0,0,6761.0,124.82,-102.89,0.0,1.71,0.64,-0.26,0.0,1.45,0.21,-0.14,0.0,0.02,0.128,-0.16899999999999998,0.0,4.13,0.12,-0.21,0.0,288.85528210000007,48.208517,1482.74,35.23,-35.23,13.815,0.08,-0.08,12.832,0.025,-0.025,13.7493,0.00020800000000000001,-0.00020800000000000001
1,1,19.12947337,7.455e-05,-7.455e-05,0.0,0.1439,,,0.0,2.14,0.42,-0.19,0.0,0.191,0.037000000000000005,-0.017,0.0,5.22,,,0.0,0.0164,,,0.0,0.0,,,0.0,56.04,68.16,-15.16,0.0,817.0,,,0.0,0,5743.0,69.68,-59.41,0.0,0.93,0.12,-0.08,0.0,0.95,0.05,-0.07,0.0,-0.13,0.16399999999999998,-0.193,0.0,4.48,0.05,-0.12,0.0,285.66267519999997,48.4353251,840.0,105.499,-72.95,14.646,0.137,-0.137,13.122,0.037,-0.037,14.5352,0.000614,-0.000614
1,1,6.1469851,2.5e-05,-2.5e-05,0.0,0.0695,,,0.0,2.12,0.69,-0.3,0.0,0.18899999999999997,0.062,-0.027000000000000003,0.0,5.14,,,0.0,0.0162,,,0.0,0.0,,,0.0,935.12,114.75,-98.6,0.0,1164.0,,,0.0,0,6162.0,90.5,-87.42,0.0,1.22,0.36,-0.14,0.0,1.15,0.12,-0.07,0.0,0.01,0.129,-0.159,0.0,4.33,0.09,-0.19,0.0,284.9105256,48.4315896,2055.77,111.04,-100.42,14.859,0.024,-0.024,13.418,0.049,-0.049,14.6655,0.00035099999999999997,-0.00035099999999999997
1,1,8.57503552,5.91e-05,-5.91e-05,0.0,0.0888,,,0.0,4.11,0.19,-0.33,0.0,0.36700000000000005,0.017,-0.028999999999999998,0.0,15.8,,,0.0,0.0498,,,0.0,0.0,,,0.0,979.14,40.55,-38.98,0.0,1374.0,,,0.0,0,5028.0,52.57,-43.63,0.0,3.42,0.09,-0.26,0.0,1.25,0.05,-0.19,0.0,-0.03,0.039,-0.026000000000000002,0.0,3.46,0.01,-0.01,0.0,285.2211238,47.881303700000004,1259.28,23.715,-23.715,13.438,0.08,-0.08,11.191,0.017,-0.017,13.2306,0.000226,-0.000226
